"Pollutant","Modifier","Outcome","Exposure_Type","Exposure_Scale","n","N_Healthy","N_Risk","Mean_LE8_Healthy","Mean_LE8_Risk","Weight_Variables","status","error","Beta_Interaction","SE_Interaction","Interaction_Low","Interaction_High","P_Interaction","Toxicant_Beta_Healthy","Toxicant_Beta_Healthy_Low","Toxicant_Beta_Healthy_High","Toxicant_P_Healthy","Toxicant_Beta_Risk","Toxicant_Beta_Risk_Low","Toxicant_Beta_Risk_High","Toxicant_P_Risk","P_FDR_BH_within_modifier","P_FDR_BH_all_tests","Nominal_P_lt_0_05","FDR05_within_modifier","FDR10_within_modifier","FDR05_all_tests"
"BP3_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-2.01279526778747,0.430242481421665,-2.95975258463755,-1.06583795093738,0.000673432101727675,2.67831289855201,1.68953487337262,3.6670909237314,9.4300272640103e-05,0.665517630764544,-0.546511095820861,1.87754635734995,0.252175171816159,0.100341383157424,0.177903487298715,TRUE,FALSE,FALSE,FALSE
"Harman_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1163,613,550,74.336984385924,69.5454545454545,"WTSA2YR","ok",,-2.4450954253553,0.907128870730916,-4.22303534132438,-0.667155509386211,0.00702994625450313,1.30895189318769,-0.193459165183834,2.81136295155922,0.0877128815873857,-1.1361435321676,-2.18538289086547,-0.0869041734697398,0.0338125764175183,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"DMTP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1043,512,531,73.1794084821429,68.0172181867097,"WTSB2YR","ok",,-2.71305879456459,1.12121966087141,-4.91060894863077,-0.515508640498409,0.0155316560499872,1.44447923404577,0.0330732580358166,2.85588521005571,0.044867823459876,-1.26857956051882,-2.51041719728405,-0.0267419237536013,0.0452664346686881,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"MiBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-1.8666185732192,0.656536799916389,-3.31164632688923,-0.421590819549172,0.0159921121294888,0.640791603856203,-0.351564957012413,1.63314816472482,0.182972577391427,-1.225826969363,-2.2559465975282,-0.195707341197794,0.0238652401103197,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"X2_HPMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2230,1139,1091,73.3814122663991,68.4424512243027,"WTSA2YR","ok",,-2.14440829824059,0.77340830021409,-3.8466684897035,-0.442148106777679,0.018140067859025,0.464637980198569,-0.56670896222351,1.49598492262065,0.342714281095081,-1.67977031804202,-2.77342609377839,-0.586114542305651,0.00613667853637114,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"PMM_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2229,1144,1085,73.2867132867133,68.5115207373272,"WTSA2YR","ok",,-1.92925380661977,0.71110026122179,-3.49437492890621,-0.364132684333317,0.0201804175982081,-1.54634840102259,-2.79253587427943,-0.300160927765749,0.0195391169659566,-3.47560220764236,-4.47284750781374,-2.47835690747097,9.7171720808586e-06,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"TCPY_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2243,1105,1138,73.5649644473174,68.6461210143108,"WTSB2YR|WTSC2YR","ok",,-1.64255822148169,0.611758453692154,-2.98902949961873,-0.296086943344656,0.0212186500491555,1.39199238589954,0.373444022091046,2.41054074970804,0.0119091672568337,-0.250565835582152,-1.16392160986576,0.662789938701459,0.558217603600491,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"X14_DCB_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3343,1712,1631,73.0161048064085,68.495226416747,"WTSVOC2Y","ok",,2.52643404323919,0.94481325737872,0.44691408469078,4.60595400178759,0.0216387239628042,-1.050563195843,-2.71965782327137,0.61853143158537,0.193394523448792,1.47587084739619,-0.0655940616938564,3.01733575648623,0.0588488369101641,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"PFHS_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2211,1115,1096,72.6880204996797,68.8555787278415,"WTSB2YR","ok",,1.74476096419681,0.654203882914792,0.304867926227022,3.18465400216659,0.0219111347799393,-0.407963342306622,-1.39908036748726,0.583153682874017,0.384367564663483,1.33679762189018,-0.0448478282167684,2.71844307199714,0.0566246026920174,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"PNP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2222,1097,1125,73.5824977210574,68.6298412698413,"WTSB2YR|WTSC2YR","ok",,-1.67576634225496,0.628881657194233,-3.05992553719331,-0.291607147316621,0.0220021829539534,1.08871929453206,0.115008071692766,2.06243051737136,0.0316253695913395,-0.587047047722899,-1.77075271457481,0.596658619129011,0.298359453239021,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"MECPP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-1.86405597114935,0.708946851857627,-3.42443747138168,-0.303674470917032,0.0234351906227637,0.377538719282314,-0.938251452138846,1.69332889070347,0.540597542198918,-1.48651725186704,-2.86752234336998,-0.105512160364099,0.0372079772887443,0.310086924462403,0.420286715374257,TRUE,FALSE,FALSE,FALSE
"DMP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1040,511,529,73.139502376293,68.0326762084796,"WTSB2YR","ok",,-2.38837483132252,1.0763033119898,-4.49789055926371,-0.278859103381332,0.0264830723917065,1.15677733839545,-0.237424450839607,2.55097912763052,0.103908493298473,-1.23159749292707,-2.50759754982307,0.0444025639689307,0.0585228749794285,0.310086924462403,0.440531216458909,TRUE,FALSE,FALSE,FALSE
"X1_NP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2184,1113,1071,73.5066101912463,68.3106575963719,"WTSA2YR","ok",,-1.86912012689447,0.748472918708446,-3.51649791370223,-0.221742340086707,0.0296512158664415,-0.632937000518761,-1.884762857149,0.618888856111477,0.289504139256476,-2.50205712741323,-3.84691860760907,-1.15719564721739,0.00177488080756616,0.310086924462403,0.450973920290067,TRUE,FALSE,FALSE,FALSE
"MnBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-1.65340005679169,0.6634386469398,-3.11361867333747,-0.193181440245916,0.0299199740228978,0.329451522189993,-0.615462746059748,1.27436579043973,0.459004811877086,-1.3239485346017,-2.59142507518826,-0.0564719940151337,0.0421022820705035,0.310086924462403,0.450973920290067,TRUE,FALSE,FALSE,FALSE
"MEOHP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-1.82739224949092,0.747419312122681,-3.47245106383885,-0.182333435143003,0.0325367090142163,0.348128617673105,-0.812975890001513,1.50923312534772,0.522888026560061,-1.47926363181782,-2.91614908763867,-0.0423781759969706,0.0446276851316716,0.310086924462403,0.450973920290067,TRUE,FALSE,FALSE,FALSE
"MHBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2131,1076,1055,72.8597981943707,68.7975626269465,"WTSB2YR|WTSSBH2Y","ok",,-1.53758272205457,0.632258101853283,-2.92917342158136,-0.145992022527789,0.0332979247744862,2.33087979667956,1.22714471462314,3.43461487873599,0.000707304885139306,0.79329707462499,-0.392575366490927,1.97916951574091,0.1689487707106,0.310086924462403,0.451035526490768,TRUE,FALSE,FALSE,FALSE
"DHB_Cys_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2138,1084,1054,73.3249868212968,68.353212252643,"WTSA2YR","ok",,-1.67706879052927,0.700221345974263,-3.21824558179802,-0.135891999260525,0.035542156821052,0.307608421419424,-0.756899781130036,1.37211662396888,0.537775728390752,-1.36946036910985,-2.42317609623331,-0.315744641986385,0.0155025560388888,0.311516550960985,0.460502727507543,TRUE,FALSE,FALSE,FALSE
"Nitrate_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2255,1153,1102,73.2969892206666,68.435960591133,"WTSA2YR","ok",,-1.94517257120107,0.876978750534668,-3.87538978684358,-0.0149553555585578,0.0485316201398638,2.25909086903165,0.741936792078645,3.77624494598465,0.00736853382363473,0.313918297830577,-1.03390543611467,1.66174203177583,0.618349573743872,0.401733966713317,0.529982234921422,TRUE,FALSE,FALSE,FALSE
"BMA_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2244,1148,1096,73.3200597312096,68.4462982273201,"WTSA2YR","ok",,-1.53758157773967,0.710593138590151,-3.10158653063953,0.0264233751601965,0.0533501300822853,1.6681608449266,0.744339046303636,2.59198264354956,0.0021797714478782,0.130579267186929,-0.947150878760793,1.20830941313465,0.794652825887015,0.418377335908448,0.529982234921422,FALSE,FALSE,FALSE,FALSE
"HIBP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2131,1076,1055,72.8597981943707,68.7975626269465,"WTSB2YR|WTSSBH2Y","ok",,-1.51658919311299,0.714896115568649,-3.09006493448674,0.0568865482607666,0.0574291765678294,1.49473856857284,0.368610481205209,2.62086665594047,0.0139020357219642,-0.021850624540148,-0.940825331290912,0.897124082210616,0.959201480280235,0.427847365430329,0.529982234921422,FALSE,FALSE,FALSE,FALSE
"DCVDMPCA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2235,1100,1135,73.4623376623377,68.6236626809314,"WTSB2YR|WTSC2YR","ok",,2.91975368935345,1.41490872029744,-0.194439406905464,6.03394678561236,0.0634740804615316,-0.441538466203731,-2.29802498682766,1.4149480544202,0.611028778019776,2.47821522314972,-0.247506714743216,5.20393716104265,0.0706674005070815,0.428286571069252,0.558287001933687,FALSE,FALSE,FALSE,FALSE
"GLYP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2048,1009,1039,73.4284298456746,68.3596865117558,"WTSSCH2Y|WTSSGL2Y","ok",,-1.67853913717942,0.817578781539912,-3.47801790255458,0.120939628195727,0.0646338978748732,0.223066984933926,-1.08112408756486,1.52725805743272,0.71374008938661,-1.4554721522455,-2.50694611970177,-0.403998184789229,0.0111138083182844,0.428286571069252,0.558287001933687,FALSE,FALSE,FALSE,FALSE
"MBzP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,1.27605505615445,0.629675641212139,-0.109851685824659,2.66196179813355,0.0676534023361315,-1.73849740831987,-2.64255611071925,-0.834438705920495,0.00140654887197521,-0.462442352165425,-1.46231394179904,0.537429237468194,0.330564398445629,0.428286571069252,0.567907433694851,FALSE,FALSE,FALSE,FALSE
"MeP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-1.69151893731744,0.84230249241206,-3.54541422342459,0.1623763487897,0.0698147200538729,1.80905451604284,0.346811626633474,3.27129740545221,0.0198245038855357,0.117535578725397,-1.02560642710896,1.26067758455975,0.825117543313758,0.428286571069252,0.577910738223726,FALSE,FALSE,FALSE,FALSE
"MEHHP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-1.58620442221255,0.796545971121465,-3.33939028398168,0.166981439556579,0.0718601629310825,0.104865510276129,-1.26083677967189,1.47056780022415,0.868862153673564,-1.48133891193642,-2.67305514962081,-0.289622674252032,0.0193732621017413,0.428286571069252,0.586693932971578,FALSE,FALSE,FALSE,FALSE
"m_p_Xylene_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3358,1715,1643,73.0428987921699,68.4257890618207,"WTSVOC2Y","ok",,-2.67750567485111,1.41820070131965,-5.79894437248721,0.443933022784991,0.0856773081755384,-0.177503778935045,-2.2289583242585,1.87395076638841,0.852431882679862,-2.85500945378616,-5.13630138661919,-0.573717520953124,0.0187390482985324,0.473368814564476,0.604203180326258,FALSE,FALSE,FALSE,FALSE
"MeFOSAA_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",2211,1115,1096,72.6880204996797,68.8555787278415,"WTSB2YR","ok",,2.35345204917783,1.25626028436757,-0.411558193927688,5.11846229228334,0.0878122178642932,-1.07408621361765,-3.22839037635836,1.08021794912305,0.295924791284927,1.27936583556017,-0.715307524775521,3.27403919589587,0.185696620392465,0.473368814564476,0.604203180326258,FALSE,FALSE,FALSE,FALSE
"AsC_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2272,1159,1113,73.2947121903118,68.398793479656,"WTSA2YR","ok",,-2.7383165688672,1.47329320320666,-5.98101304558893,0.504379907854528,0.0900205188682747,1.56048584211686,-1.16891818156605,4.28988986579978,0.234310663424484,-1.17783072675034,-3.49976633777476,1.14410488427408,0.288012410339301,0.473368814564476,0.604203180326258,FALSE,FALSE,FALSE,FALSE
"PrP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-1.4135077336755,0.766192883980596,-3.0998869010846,0.272871433733611,0.0921321853850322,1.85365432663211,0.86497032479736,2.84233832846686,0.00168188758538587,0.440146592956615,-0.854772878082973,1.7350660639962,0.470080260127706,0.473368814564476,0.610119805438658,FALSE,FALSE,FALSE,FALSE
"THg_ln_S","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",3437,1761,1676,73.0291230631946,68.4589157858848,"WTSH2YR","ok",,1.15990611657773,0.646718605831009,-0.263511937611477,2.58332417076693,0.100394191089195,0.932565964592047,-0.157365372520171,2.02249730170426,0.0863682369910795,2.09247208116978,1.08753294717551,3.09741121516404,0.000786646940166862,0.483393467722654,0.62589063985396,FALSE,FALSE,FALSE,FALSE
"Hg_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",2273,1161,1112,73.260120585702,68.3594552929085,"WTSA2YR","ok",,3.58664223247383,2.02756004253981,-0.875987332351067,8.04927179729873,0.104585121995233,-0.980501915865017,-3.1021808246982,1.14117699296817,0.330931463338894,2.60614031660881,-0.409366514937139,5.62164714815477,0.0836393764195346,0.483393467722654,0.62589063985396,FALSE,FALSE,FALSE,FALSE
"CMAC_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2229,1138,1091,73.4069796635702,68.4110252717036,"WTSA2YR","ok",,-1.27152336506944,0.728130163335008,-2.87412704918489,0.331080319046011,0.108588073714068,-1.20067173115331,-2.48103484301179,0.0796913807051645,0.0634270305636884,-2.47219509622276,-3.67652280125596,-1.26786739118955,0.000874779814448449,0.483393467722654,0.628334873141598,FALSE,FALSE,FALSE,FALSE
"PPDA_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",945,463,482,72.2616476396174,67.7430349733254,"WTSA2YR","ok",,4.88844209605808,3.08369765395536,-1.15549424490509,10.9323784370212,0.112908779111361,-4.50082016354232,-9.22921169636467,0.227571369280036,0.0620926659707673,0.387621932515761,-2.90060026304862,3.67584412808015,0.817280378962998,0.483393467722654,0.633958646193645,FALSE,FALSE,FALSE,FALSE
"Cd_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,73.2885492419574,68.3662408052652,"WTSA2YR","ok",,-1.0225903123561,0.601138307942319,-2.34568680729974,0.300506182587543,0.116986877007989,-0.73111839422599,-1.72583319734367,0.263596408891695,0.134011750232391,-1.75370870658209,-3.12910901934661,-0.378308393817569,0.0170789485305684,0.483393467722654,0.633958646193645,FALSE,FALSE,FALSE,FALSE
